Commodity_Detail,Commodity Group,Production_Type,Sector,Sub-Sector,HS8,NAICS6,NAICS6_Code,NAICS5_Code,NAICS4_Code,NAICS3_Code,HS8_code
"Turkey, frozen",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02075022 Turkey livers, domestic, frozen, over access commitment (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02075022
"Other poultry, frozen",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02075090 Ducks, geese and Guinea fowl livers, frozen (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02075090
"Other poultry, fresh or chilled",Poultry meat,Secondary,"Food, beverage & other manufacturing",Meat (processed or preserved),"02075100 Geese, domestic, not cut in pieces, fresh or chilled (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02075100
"Other poultry, frozen",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02075200 Meat & edible offal, of domestic geese, not cut in pieces, frozen, o/t liver (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02075200
"Other poultry, fresh or chilled",Poultry meat,Secondary,"Food, beverage & other manufacturing",Meat (processed or preserved),"02075300 Fatty livers of domestic geese, fresh or chilled (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02075300
"Other poultry, fresh or chilled",Poultry meat,Secondary,"Food, beverage & other manufacturing",Meat (processed or preserved),"02075400 Meat and edible offal, of dom geese, fresh or chilled,o/t fatty livers,nes (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02075400
"Other poultry, frozen",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02075500 Meat and edible offal, of domestic geese, frozen, nes (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02075500
"Other poultry, frozen",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02075510 Geese livers, frozen (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02075510
"Other poultry, frozen",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02075590 Other meat and edible offal, of domestic geese, frozen, nes (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02075590
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02076000 Meat and edible offal, of domestic guinea fowl, fresh, chilled or frozen (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02076000
"Other poultry, fresh or chilled",Poultry meat,Secondary,"Food, beverage & other manufacturing",Meat (processed or preserved),"02076011 Meat & edible offal, of domestic guinea fowls,not cut in pieces,fresh or chilled (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02076011
"Other poultry, fresh or chilled",Poultry meat,Secondary,"Food, beverage & other manufacturing",Meat (processed or preserved),"02076019 Meat and edible offal, of domestic guinea fowls, fresh or chilled, nes (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02076019
"Other poultry, frozen",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02076020 Meat and edible offal, of domestic guinea fowls, not cut in pieces, frozen (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02076020
"Other poultry, frozen",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02076091 Livers, of domestic guinea fowls, frozen (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02076091
"Other poultry, frozen",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02076099 Other meat and edible offal, of domestic guinea fowls, frozen, nes (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02076099
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02081000 Rabbit or hare meat and edible meat offal, fresh, chilled or frozen (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02081000
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02082000 Frog legs, fresh, chilled or frozen (Kilogram)",311619 Other animal slaughtering,311619,31161,3116,311,02082000
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02083000 Meat and edible meat offal of primates, fresh, chilled or frozen (Kilogram)",311614 Rendering and meat processing from carcasses,311614,31161,3116,311,02083000
Other meat products,Other meat products,Primary,Seafood & fisheries,Other fisheries product (not for human consumption),"02084000 Meat&edbl meat offal of whale,dolphin, porpoise,manatees,dugong, fr,chill/frz (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,02084000
Other marine animal,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02084010 Meat and edible meat offal, of seals, fresh, chilled or frozen (Kilogram)",311614 Rendering and meat processing from carcasses,311614,31161,3116,311,02084010
Other marine animal,Other marine animal,Primary,Seafood & fisheries,Other fisheries product (not for human consumption),"02084090 Meat & edible meat offal,of whales,dolphins,manatees,dugongs,etc,fr/chd/frz,nes (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,02084090
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02085000 Meat & edible meat offal,of reptiles, incl snakes & turtles,fresh,chilled/frozen (Kilogram)",311710 Seafood product preparation and packaging,311710,31171,3117,311,02085000
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02086000 Meat and edible meat offal, of camels and other camelids, fresh/chilled/frozen (Kilogram)",311619 Other animal slaughtering,311619,31161,3116,311,02086000
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02089000 Meat and edible meat offal, fresh, chilled or frozen, nes (Kilogram)",311619 Other animal slaughtering,311619,31161,3116,311,02089000
Other marine animal,Other marine products (processed),Secondary,Seafood & fisheries,Other seafood & fisheries,"02089010 Seal meat and edible seal offal, fresh, chilled or frozen (Kilogram)",311710 Seafood product preparation and packaging,311710,31171,3117,311,02089010
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02089090 Meat and edible meat offal, fresh, chilled or frozen, nes (Kilogram)",311619 Other animal slaughtering,311619,31161,3116,311,02089090
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02090000 Pig fat lean meat free and poultry fat unrendered,fresh,chilled,frozen or cured (Kilogram)",311617 Hog slaughtering,311617,31161,3116,311,02090000
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02090010 Pig fat lean meat free, unrendered, fresh, chilled, frozen or cured (Kilogram)",311617 Hog slaughtering,311617,31161,3116,311,02090010
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02090020 Poultry fat unrendered, fresh, chilled, frozen or cured (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02090020
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02090021 Fowl (Gallus dom) fat,unrendered or o/w extracted, fr,chd,frz or cured,w/a (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02090021
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02090022 Fowl (Gallus dom) fat,unrendered or o/w extracted, fr,chd,frz, or cured,o/a (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02090022
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02090023 Turkey fat,domestic,unrendered or o/w extracted, fr,chd,frz or cured,w/a (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02090023
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02090024 Turkey fat,domestic,unrendered or o/w extracted,fr,chd,frz or cured,o/a (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02090024
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02090029 Duck, geese & Guinea fowl fat, unrendered or o/w extracted, fr,chd,frz or cured (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02090029
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02091000 Pig fat,lean meat free,n rendered or o/w extrc,fr/chd/frz/sa/in brine/dr/smoked (Kilogram)",311617 Hog slaughtering,311617,31161,3116,311,02091000
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02099000 Poultry fat, not rendered or o/w extracted, fr/chd/frz/salted/in brine/dr/smoked (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02099000
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02099010 Fat,of fowls Gallus domesticus,n rendered or o/w extrc,fr/chd/frz/sa/etc,w/a com (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02099010
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02099020 Fat,of fowls Gallus domesticus,n rendered or o/w extrc,fr/chd/frz/sa/etc,o/a com (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02099020
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02099030 Turkey fat,dom,n rendered or o/w extrc,fr/chd/frz/salted/brine/dr/smoked,w/a com (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02099030
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02099040 Turkey fat,dom,n rendered or o/w extrc,fr/chd/frz/salted/brine/dr/smoked,o/a com (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02099040
Animal fats and oil,Oil from livestock,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02099090 Duck,geese & guinea fowls fat,n rendered or o/a com extrc,fr/chd/frz/sal/dr/etc (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02099090
"Pork, cured",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02101100 Hams, shoulders and cuts thereof, of swine, with bone in, cured (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02101100
"Pork, cured",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02101110 Pork hams and cuts thereof, bone in, cured (Kilogram)",311617 Hog slaughtering,311617,31161,3116,311,02101110
"Pork, cured",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02101120 Pork shoulders and cuts thereof, bone in, cured (Kilogram)",311617 Hog slaughtering,311617,31161,3116,311,02101120
"Pork, cured",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02101200 Bellies, streaky and cuts thereof, of swine, cured (Kilogram)",311617 Hog slaughtering,311617,31161,3116,311,02101200
"Pork, cured",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02101210 Side bacon, cured (Kilogram)",311617 Hog slaughtering,311617,31161,3116,311,02101210
"Pork, cured",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02101290 Pork bellies (streaky) and cuts thereof, o/t side bacon, cured (Kilogram)",311617 Hog slaughtering,311617,31161,3116,311,02101290
"Pork, cured",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02101900 Meat of swine, nes, salted, in brine, dried or smoked (Kilogram)",311617 Hog slaughtering,311617,31161,3116,311,02101900
"Pork, cured",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),02101910 Back bacon (Kilogram),311617 Hog slaughtering,311617,31161,3116,311,02101910
"Pork, cured",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02101990 Pork meat, cured, nes (Kilogram)",311617 Hog slaughtering,311617,31161,3116,311,02101990
"Beef, cured",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),02102000 Bovine meat cured (Kilogram),311616 Beef cattle slaughtering,311616,31161,3116,311,02102000
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109000 Meat and edible meat offal cured nes and edible meat or offal, flours and meals (Kilogram)",311619 Other animal slaughtering,311619,31161,3116,311,02109000
"Other poultry, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109010 Poultry, meat and edible meat offal, cured, and edible flours and meals thereof (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109010
"Chicken, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109011 Fowl (Gallus dom) meat,salted/brine/dried or smoked, w/a (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109011
"Chicken, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109012 Fowl (Gallus dom) meat, salted/brine/dried or smoked, bone in, o/a (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109012
"Chicken, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109013 Fowl (Gallus dom) meat, salted/brine/dried or smoked,boneless, o/a (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109013
"Turkey, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109014 Turkey meat,salted,brine,dried or smoked, w/a (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109014
"Turkey, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109015 Turkey meat,salted/brine/dried or smoked, bone in, o/a (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109015
"Turkey, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109016 Turkey meat,salted,brine,dried or smoked, boneless, o/a (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109016
"Other poultry, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109019 Poultry meat,salted,brine,dried or smoked, nes (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109019
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109090 Meat and edible meat offal, nes, cured including flours and meals (Kilogram)",311619 Other animal slaughtering,311619,31161,3116,311,02109090
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109100 Meat & edible meat offal, cured and flours and meals, of primates (Kilogram)",311614 Rendering and meat processing from carcasses,311614,31161,3116,311,02109100
Other marine animal,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109200 Meat & edbl meat offal,sa/in brine/dr/smoked, flours & meals,of whales,seals,etc (Kilogram)",311710 Seafood product preparation and packaging,311710,31171,3117,311,02109200
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109300 Meat & edible meat offal,cured,and flours & meals,of reptiles,incl snake,turtle (Kilogram)",311710 Seafood product preparation and packaging,311710,31171,3117,311,02109300
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109910 Poultry meat and edible meat offal, cured, and edible flours and meals thereof (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109910
"Chicken, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109911 Meat,of fowl Gallus domesticus,salted/brine/dr/smoked,within access commitment (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109911
"Chicken, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109912 Meat,of fowl Gallus domesticus,salted/brine/dr/smoked,bone in,over access commit (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109912
"Chicken, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109913 Meat,of fowl Gallus domesticus,salted/brine/dr/smok,boneless,over access commit (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109913
"Turkey, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109914 Turkey meat,salted,brine,dried or smoked, incl flours/meals, w/a (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109914
"Turkey, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109915 Turkey meat,bone in,salted/brine/dried or smoked,incl flours/meals, o/a (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109915
"Turkey, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109916 Turkey meat,boneless,salted,brine,dried or smoked, incl flours/meals, o/a (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109916
"Other poultry, prepared otherwise",Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109919 Poultry meat,salted,brine,dried or smoked, incl flours/meals, nes (Kilogram)",311615 Poultry slaughtering and processing,311615,31161,3116,311,02109919
Other meat products,Meat (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"02109990 Meat and edible meat offal, salted/in brine/dried/smoked,incl flours & meals,nes (Kilogram)",311614 Rendering and meat processing from carcasses,311614,31161,3116,311,02109990
Other live fish,Other live fish,Primary,Seafood & fisheries,Other fisheries product (not for human consumption),"03011000 Ornamental fish, live (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03011000
Other live fish,Other live fish,Primary,Seafood & fisheries,Other fisheries product (not for human consumption),"03011100 Ornamental fish, freshwater, live (Kilogram)",114114 Freshwater fishing,114114,11411,1141,114,03011100
Other live fish,Other live fish,Primary,Seafood & fisheries,Other fisheries product (not for human consumption),"03011900 Ornamental fish, other than freshwater, live (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03011900
Trout,Trout,Primary,Seafood & fisheries,"Fish, live or fresh","03019100 Trout, live (Kilogram)",114114 Freshwater fishing,114114,11411,1141,114,03019100
Eels,Eels,Primary,Seafood & fisheries,"Fish, live or fresh","03019200 Eels, live (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03019200
Other live fish,Other live fish,Primary,Seafood & fisheries,"Fish, live or fresh","03019300 Carp, live, o/t ornamental (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03019300
Tuna,Other fish species (processed),Primary,Seafood & fisheries,"Fish, live or fresh","03019400 Atlantic and Pacific bluefin tunas, live (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03019400
Tuna,Other fish species (processed),Primary,Seafood & fisheries,"Fish, live or fresh","03019500 Southern bluefin tunas (Thunnus maccoyii), live (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03019500
Other live fish,Other live fish,Primary,Seafood & fisheries,"Fish, live or fresh","03019900 Fish, live, nes, o/t ornamental (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03019900
Trout,Trout,Primary,Seafood & fisheries,"Fish, live or fresh","03021100 Trout, fresh or chilled, excluding No 03.04, livers and roes (Kilogram)",114114 Freshwater fishing,114114,11411,1141,114,03021100
Trout,Trout,Primary,Seafood & fisheries,"Fish, live or fresh","03021110 Trout, rainbow,farmed,fresh/chilled,o/t No 03.04,o/t offal Nos 0302.91-0302.99 (Kilogram)",112510 Aquaculture,112510,11251,1125,112,03021110
Trout,Trout,Primary,Seafood & fisheries,"Fish, live or fresh","03021190 Trout, nes, fresh/chilled, o/t of No 03.04, o/t offal of Nos 03.04.91-0302.99 (Kilogram)",114114 Freshwater fishing,114114,11411,1141,114,03021190
Atlantic salmon,Atlantic salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021200 Atlantic salmon, fresh or chilled, excluding heading No 03.04, livers and roes (Kilogram)",112510 Aquaculture,112510,11251,1125,112,03021200
Atlantic salmon,Atlantic salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021210 Atlantic salmon, fresh or chilled excluding No 03.04, livers and roes (Kilogram)",112510 Aquaculture,112510,11251,1125,112,03021210
Atlantic salmon,Atlantic salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021211 Atlantic salmon, farmed, fresh or chilled, excluding No 03.04, livers and roes (Kilogram)",112510 Aquaculture,112510,11251,1125,112,03021211
Atlantic salmon,Atlantic salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021212 Atlantic salmon, not farmed, fresh/chilled, excluding No 03.04, livers and roes (Kilogram)",112510 Aquaculture,112510,11251,1125,112,03021212
Chinook salmon,Chinook salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021220 Spring salmon, fresh or chilled, excluding No 03.04, livers and roes (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021220
Chinook salmon,Chinook salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021221 Spring salmon, farmed, fresh/chilled, excluding No 03.04, livers and roes (Kilogram)",112510 Aquaculture,112510,11251,1125,112,03021221
Chinook salmon,Chinook salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021222 Spring salmon, not farmed, fresh/chilled, excluding No 03.04, livers and roes (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021222
Coho salmon,Coho salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021230 Coho salmon, fresh or chilled excluding No 03.04, livers and roes (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021230
Coho salmon,Coho salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021231 Coho salmon, farmed, fresh or chilled, excluding No 03.04, livers and roes (Kilogram)",112510 Aquaculture,112510,11251,1125,112,03021231
Coho salmon,Coho salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021232 Coho salmon, not farmed, fresh or chilled, excluding No 03.04, livers and roes (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021232
Chum salmon,Chum salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021240 Chum salmon, fresh or chilled, excluding No 03.04, livers and roes (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021240
Pink salmon,Pink salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021250 Pink salmon, fresh or chilled, excluding No 03.04, livers and roes (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021250
Sockeye salmon,Sockeye salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021260 Sockeye salmon, fresh or chilled, excluding No 03.04, livers and roes (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021260
Wild salmon nes,Wild salmon nes,Primary,Seafood & fisheries,"Fish, live or fresh","03021290 Pacific & Danube salmon, nes, fresh/chilled, excluding No 03.04, livers and roes (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021290
Chum salmon,Chum salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021300 Salmon, chum,fresh/chilled,o/t fish of No 03.04,o/t offal of Nos 0302.91-0302.99 (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021300
Chinook salmon,Chinook salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021311 Salmon, chinook,farmed,fresh/chd,o/t of No 03.04,o/t offal Nos 0302.91-0302.99 (Kilogram)",112510 Aquaculture,112510,11251,1125,112,03021311
Chinook salmon,Salmon (processed),Secondary,Seafood & fisheries,Processed fish meat,"03021319 Salmon,chinook,o/t farmed,fr/chd,o/t of No 03.04,o/t offal Nos 0302.91-0302.99 (Kilogram)",311710 Seafood product preparation and packaging,311710,31171,3117,311,03021319
Coho salmon,Coho salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021321 Salmon,coho,farmed,fresh/chd,o/t fish of No 03.04,o/t offal Nos 0302.91-0302.99 (Kilogram)",112510 Aquaculture,112510,11251,1125,112,03021321
Coho salmon,Salmon (processed),Secondary,Seafood & fisheries,Processed fish meat,"03021329 Salmon,coho,o/t farmed,fr/chd,o/t fish of No 03.04,o/t offal Nos 0302.91-0302.99 (Kilogram)",311710 Seafood product preparation and packaging,311710,31171,3117,311,03021329
Chum salmon,Chum salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021330 Salmon, chum,fresh/chilled,o/t fish of No 03.04,o/t offal of Nos 0302.91-0302.99 (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021330
Pink salmon,Pink salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021340 Salmon, pink,fresh/chilled,o/t fish of No 03.04,o/t offal of Nos 0302.91-0302.99 (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021340
Sockeye salmon,Sockeye salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021350 Salmon, sockeye,fresh/chilled, o/t of No 03.04, o/t offal of Nos 0302.91-0302.99 (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021350
Wild salmon nes,Wild salmon nes,Primary,Seafood & fisheries,"Fish, live or fresh","03021390 Salmon, pacific, nes,fresh/chilled,o/t of No 03.04,o/t offal Nos 0302.91-0302.99 (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021390
Atlantic salmon,Atlantic salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021400 Salmon, Atlantic,farmed,fresh/chilled,o/t No 03.04,o/t offal Nos 0302.91-0302.99 (Kilogram)",112510 Aquaculture,112510,11251,1125,112,03021400
Atlantic salmon,Atlantic salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021411 Salmon, Atlantic,farmed,fresh/chilled,o/t No 03.04,o/t offal Nos 0302.91-0302.99 (Kilogram)",112510 Aquaculture,112510,11251,1125,112,03021411
Atlantic salmon,Atlantic salmon,Primary,Seafood & fisheries,"Fish, live or fresh","03021419 Salmon, Atlantic,o/t farmed,fresh/chd,o/t No 03.04,o/t offal Nos 0302.91-0302.99 (Kilogram)",112510 Aquaculture,112510,11251,1125,112,03021419
Wild salmon nes,Wild salmon nes,Primary,Seafood & fisheries,"Fish, live or fresh","03021420 Salmon,Danube,fresh/chilled, o/t fish of No 03.04,o/t offal Nos 0302.91-0302.99 (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021420
Wild salmon nes,Wild salmon nes,Primary,Seafood & fisheries,"Fish, live or fresh","03021900 Salmonidae,nes,fresh/chilled,o/t fish of No 03.04,o/t offal Nos 0302.91-0302.99 (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03021900
Halibut,Halibut,Primary,Seafood & fisheries,"Fish, live or fresh","03022100 Halibut,Atlantic,fresh/chilled,o/t of No 03.04,o/t offal of Nos 0302.91-0302.99 (Kilogram)",114113 Salt water fishing,114113,11411,1141,114,03022100
